id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,popularity,release_decade,secondary_moods,language,explicit
813,Sunrise Bloom Shadow,NovaUnion813,rnb,melancholy,1.00,166,0.35,0.52,0.34,63,2020s,aggressive|fierce,korean,false
814,Frozen Road Iron,NovaEcho814,pop,sad,0.51,116,0.62,0.53,0.05,53,2000s,playful|aggressive,korean,false
815,Sunrise Parade Ocean,NeonMachine815,classical,romantic,0.66,69,0.61,0.60,0.20,30,1980s,bright|focused,korean,false
816,Sunrise Rain Distant,StaticGarden816,latin,chill,0.87,50,0.56,0.66,0.59,43,2020s,nostalgic|focused,korean,false
817,Glass Reverie,CosmicMachine817,rnb,peaceful,0.15,63,0.60,0.58,0.28,100,1980s,playful|tender,spanish,false
818,Faded Horizon,IndigoWave818,kpop,happy,0.48,101,0.72,0.50,0.31,65,1970s,uplifting|tender,korean,false
819,Rising Streets Summer,Nova7819,folk,peaceful,0.79,82,0.69,0.54,0.25,55,1980s,tender|dark,japanese,true
820,Iron Horizon Faded,NeonWave820,latin,chill,0.50,115,0.84,0.54,0.43,29,2000s,nostalgic|wistful,hindi,true
821,Golden Motion Frozen,PixelMachine821,hiphop,energetic,1.00,130,0.62,0.33,0.37,89,1990s,introspective|cozy,japanese,false
822,Storm City Paper,Lunarline822,indie,angry,0.94,106,0.13,0.75,0.47,94,2010s,dark|dreamy,french,false
823,Shadow Hymn,ShadowLanterns823,kpop,hopeful,0.74,95,0.65,0.63,0.13,73,2010s,cozy|dark,portuguese,false
824,Midnight Heart Library,CosmicRiders824,pop,hopeful,0.68,163,0.27,0.59,0.57,23,2000s,bright|dreamy,hindi,false
825,Sunrise Horizon,PixelSignal825,indie,melancholy,0.45,82,0.66,0.73,0.00,42,1970s,fierce|bittersweet,german,false
826,Glass Fire Glass,CrimsonSound826,pop,melancholy,0.86,81,0.59,0.32,1.00,30,2010s,dreamy|gritty,english,false
827,Iron Bloom Silent,GoldenSignal827,classical,hopeful,0.81,122,0.27,0.42,0.33,37,1980s,bittersweet|focused,english,false
828,Velvet Rain Amber,LoCircuit828,lofi,hopeful,0.67,121,0.53,0.43,0.61,42,1990s,nostalgic|wistful,japanese,true
829,Midnight Nights,ShadowCircuit829,rnb,happy,0.74,85,0.81,0.32,0.88,37,1970s,wistful|introspective,hindi,false
830,Hollow Dreams Burning,IndigoCircuit830,hiphop,angry,0.73,110,0.12,0.42,0.41,37,1970s,gritty|triumphant,portuguese,false
831,Wild Drift Crystal,StaticRoom831,reggae,melancholy,0.21,122,0.62,0.35,0.62,79,1990s,introspective|tender,french,false
832,Velvet Lights Crystal,CosmicRoom832,rock,intense,0.62,50,0.60,0.08,0.56,45,1970s,nostalgic|bright,english,false
833,Shadow Lights Rooftop,IronSound833,hiphop,melancholy,0.15,83,0.57,0.40,0.49,27,1980s,introspective|gritty,french,false
834,Silent Lights Storm,PixelMachine834,kpop,peaceful,0.44,100,0.63,0.59,0.70,50,1970s,tender|fierce,french,false
835,Rising Echo,VoltMachine835,hiphop,melancholy,0.73,132,0.77,0.48,0.74,86,2020s,wistful|nostalgic,german,false
836,Midnight Bloom,PaperUnion836,reggae,sad,0.70,88,0.42,0.69,0.37,44,2010s,cozy|playful,japanese,false
837,Summer Streets Crystal,NovaSound837,rock,happy,0.45,145,0.23,0.56,0.02,26,1980s,introspective|dreamy,korean,false
838,Broken Hymn Frozen,NovaProject838,reggae,melancholy,0.48,76,0.37,0.62,0.38,39,2000s,aggressive|gritty,portuguese,false
839,Rooftop Lights Hollow,VoltSociety839,classical,sad,0.39,97,0.52,0.58,0.51,45,1980s,dreamy|nostalgic,spanish,false
840,Velvet Echo Velvet,PaperCircuit840,latin,romantic,0.52,105,0.51,0.63,0.39,46,1980s,dreamy|triumphant,japanese,false
841,Velvet Heart Silent,PaperDrift841,latin,happy,0.29,115,0.64,0.67,0.28,24,1990s,uplifting|bright,portuguese,false
842,Rising Coding Ocean,StaticSignal842,edm,romantic,0.72,95,0.64,0.48,0.55,75,2000s,moody|triumphant,hindi,false
843,Silent Fire Ocean,LoRiders843,metal,sad,0.73,150,0.65,0.58,0.10,46,1990s,nostalgic|focused,hindi,false
844,Paper Static,PixelCircuit844,reggae,hopeful,0.69,141,0.48,0.39,0.00,9,1970s,dark|dreamy,portuguese,false
845,Frozen Fire Rising,IndigoGarden845,reggae,chill,0.48,141,0.79,0.48,0.35,76,2000s,wistful|focused,hindi,false
846,Crystal Streets Glass,PixelLanterns846,country,intense,0.44,103,0.54,0.38,0.72,60,2010s,wistful|uplifting,french,false
847,Winter Streets,CosmicSound847,rnb,intense,0.62,127,0.08,0.76,0.77,39,1970s,uplifting|moody,hindi,false
848,Shadow Parade Burning,SolarProject848,latin,happy,0.75,74,0.38,0.50,0.64,69,1990s,bright|bittersweet,spanish,false
849,Falling City Summer,PaperCollective849,kpop,intense,0.23,112,0.31,0.64,0.55,45,1980s,fierce|focused,hindi,false
850,Hollow Bloom Velvet,PaperSound850,edm,peaceful,0.35,90,0.74,0.58,0.58,80,2010s,fierce|introspective,english,false
851,Broken Horizon Glass,IronParade851,kpop,angry,0.18,85,0.57,0.51,0.00,81,2010s,aggressive|moody,spanish,false
852,Winter Bloom,IronParade852,rnb,intense,0.34,91,0.73,0.91,0.33,71,2010s,dark|uplifting,english,false
853,Broken Nights Iron,Solarline853,pop,angry,0.68,113,0.85,0.58,0.00,62,1980s,bittersweet|introspective,french,false
854,City City,GlassDrift854,kpop,intense,0.82,101,0.50,0.68,0.73,41,2000s,warm|dreamy,german,false
855,Distant Waves,SilverUnion855,latin,romantic,0.84,55,0.38,0.52,0.67,36,2000s,dreamy|moody,portuguese,false
856,Ocean Drift,StaticProject856,latin,hopeful,1.00,98,0.42,0.44,0.39,5,1980s,moody|wistful,korean,false
857,Ocean City Golden,IronEcho857,hiphop,sad,0.41,144,0.00,0.63,0.09,47,2000s,fierce|gritty,portuguese,false
858,Frozen Sky Burning,CosmicDrift858,pop,happy,0.71,95,1.00,0.72,0.18,11,1980s,focused|playful,japanese,false
859,Amber Dreams Sunrise,VoltSociety859,jazz,intense,0.53,65,0.43,0.39,0.82,56,2020s,aggressive|warm,korean,false
860,Wild Pulse,PixelSociety860,folk,energetic,0.56,180,0.26,0.62,0.70,69,2010s,dark|tender,korean,false
861,Amber Signal,StaticEcho861,country,sad,0.49,100,0.73,0.54,0.42,63,2010s,gritty|warm,korean,false
862,Storm Signal Storm,LunarMachine862,indie,romantic,0.49,110,0.50,0.30,0.74,29,1990s,focused|uplifting,hindi,false
863,Electric Signal,StaticProject863,rnb,happy,0.37,141,0.86,0.71,0.93,78,2000s,nostalgic|bright,german,false
864,Summer Motion,GlassSound864,rock,intense,0.82,128,0.36,0.31,0.26,62,2020s,warm|dreamy,portuguese,false
865,Winter Pulse,PaperLanterns865,reggae,melancholy,0.61,117,0.77,1.00,0.22,92,2010s,moody|warm,german,false
866,City Parade Faded,Shadowline866,edm,angry,0.51,136,0.64,0.58,0.24,62,1970s,cozy|wistful,english,false
867,Velvet Dreams,IronTheory867,jazz,melancholy,0.54,54,0.14,0.41,0.12,45,2000s,wistful|bittersweet,korean,false
868,Rising Hymn Storm,NeonSignal868,classical,happy,0.33,158,0.44,0.59,0.15,67,1970s,triumphant|warm,korean,false
869,Midnight Coding Hollow,CosmicHouse869,jazz,energetic,0.64,126,0.89,0.43,0.00,42,1990s,dreamy|cozy,korean,false
870,Frozen Sky Glass,GoldenParade870,rnb,chill,0.58,113,0.13,0.43,0.17,44,1990s,moody|introspective,french,false
871,Storm Fire Winter,LoMachine871,jazz,angry,0.31,125,0.36,0.93,0.58,72,2000s,uplifting|aggressive,japanese,false
872,Faded Nights Distant,PaperProject872,rock,intense,0.55,121,0.51,0.73,0.18,60,2020s,wistful|nostalgic,portuguese,false
873,Electric Pulse Distant,StaticSociety873,hiphop,sad,0.84,77,0.15,0.56,0.12,47,1970s,triumphant|fierce,english,false
874,Falling Horizon Shadow,PaperRiders874,hiphop,intense,0.77,200,0.34,0.64,0.55,78,1980s,dark|dreamy,korean,false
875,Winter Echo,LunarHouse875,reggae,happy,0.87,126,0.56,0.90,0.15,53,1980s,playful|tender,spanish,false
876,City Heart,StaticSound876,lofi,happy,1.00,111,0.67,0.00,0.44,66,2000s,aggressive|bright,hindi,false
877,Silent City Faded,VelvetDrift877,rock,peaceful,0.34,109,0.43,0.49,0.59,29,2020s,playful|warm,korean,false
878,Distant Drift,GoldenCircuit878,kpop,romantic,0.93,93,0.44,0.76,0.26,76,2010s,introspective|cozy,japanese,false
879,Golden Motion Falling,IronGarden879,jazz,sad,0.84,145,0.69,0.53,0.28,62,1980s,bright|focused,spanish,false
880,Faded Motion Frozen,CosmicTheory880,reggae,angry,0.52,99,0.21,0.53,0.89,95,1980s,fierce|moody,hindi,true
881,Library Coding Amber,PixelTheory881,classical,hopeful,0.32,82,0.55,0.42,0.30,41,1970s,fierce|aggressive,japanese,false
882,Shadow Bloom City,VoltTheory882,classical,energetic,0.35,154,0.68,0.43,0.58,54,2000s,bittersweet|nostalgic,english,true
883,Amber Static,LunarSignal883,metal,peaceful,0.34,114,0.80,0.85,0.51,78,2010s,bittersweet|uplifting,japanese,false
884,Desert Signal,ShadowWave884,reggae,angry,0.67,194,0.53,0.39,0.62,61,2010s,uplifting|bittersweet,spanish,false
885,Rooftop Hymn Glass,StaticEcho885,edm,melancholy,0.55,75,1.00,0.51,0.66,56,2020s,dreamy|nostalgic,english,false
886,Crystal Rain Faded,Golden7886,country,sad,0.63,95,0.55,0.80,0.09,63,1990s,bright|bittersweet,hindi,false
887,Desert Sky Falling,SilverParade887,hiphop,sad,0.81,165,0.85,0.61,0.35,35,2010s,nostalgic|gritty,hindi,false
888,Neon Dreams Wild,LunarRiders888,kpop,melancholy,0.76,60,0.26,0.47,0.00,43,2000s,aggressive|dreamy,korean,false
889,Rising Motion Summer,Iron7889,indie,hopeful,0.88,106,0.47,0.48,0.48,34,1990s,dark|introspective,spanish,false
890,Rooftop Waves Faded,NeonDrift890,classical,angry,0.60,132,0.24,0.53,0.00,48,1970s,tender|wistful,spanish,false
891,Rising Reverie,VelvetGarden891,classical,peaceful,0.67,113,0.37,0.58,0.23,56,2010s,aggressive|wistful,japanese,false
892,Faded Nights City,VoltCollective892,pop,hopeful,0.17,127,0.55,0.17,0.06,20,1970s,dark|bright,portuguese,false
893,City Rain,SilverRiders893,lofi,romantic,1.00,62,0.27,0.30,0.41,8,2020s,dark|warm,japanese,false
894,Neon Signal Paper,CrimsonRoom894,classical,hopeful,0.36,98,1.00,0.24,0.53,35,2000s,playful|uplifting,spanish,false
895,Frozen Pulse Crystal,VelvetUnion895,rock,peaceful,0.66,86,0.24,0.78,0.34,66,1980s,dreamy|gritty,french,false
896,Sunrise Lights Rising,PixelGarden896,edm,angry,0.53,122,0.36,0.44,1.00,35,1970s,bittersweet|focused,hindi,true
897,Ocean Hymn Crystal,IndigoSound897,jazz,happy,0.54,94,0.68,0.18,0.16,51,2020s,dreamy|introspective,english,false
898,Summer Coding Storm,PaperRiders898,reggae,melancholy,0.72,97,0.71,0.13,0.79,84,1980s,aggressive|dreamy,french,false
899,Shadow Coding,ShadowDrift899,jazz,happy,0.42,96,0.54,0.37,0.00,65,1990s,bittersweet|playful,korean,false
900,Paper Nights,EchoMachine900,latin,romantic,0.63,86,0.67,0.59,0.73,27,2010s,dark|uplifting,korean,false
901,Rooftop Horizon,AmberWave901,jazz,melancholy,0.50,64,0.30,0.71,0.23,48,1990s,focused|cozy,french,false
902,Storm Road Electric,IndigoSound902,pop,angry,0.65,76,0.87,0.67,0.00,43,1970s,playful|introspective,spanish,false
903,Silent Lights Distant,SilverParade903,indie,hopeful,0.69,84,0.04,0.44,0.60,71,2010s,introspective|dreamy,spanish,false
904,Broken Pulse Winter,Loline904,pop,melancholy,0.49,114,0.42,0.69,0.37,29,1970s,cozy|wistful,german,false
905,Velvet Dreams Burning,SolarTheory905,lofi,sad,0.54,135,0.52,0.64,0.43,67,1980s,moody|wistful,spanish,false
906,Summer Hymn Wild,VelvetHouse906,classical,melancholy,0.60,127,0.93,0.67,0.62,50,2000s,tender|dreamy,french,false
907,Rising Horizon Glass,SolarParade907,latin,angry,1.00,134,0.40,0.60,0.00,65,1980s,dreamy|wistful,portuguese,false
908,Faded Sky Ocean,VoltCircuit908,jazz,chill,0.50,120,0.18,0.24,0.30,35,1980s,bright|dreamy,portuguese,false
909,Desert Heart,CrimsonLanterns909,lofi,energetic,0.79,75,0.38,0.55,0.69,40,1980s,fierce|focused,english,false
910,Amber Hymn Velvet,Paper7910,rock,chill,0.80,106,0.64,0.87,0.47,33,1980s,dark|nostalgic,korean,false
911,Electric Signal Library,EchoRiders911,folk,melancholy,0.48,81,0.43,0.76,0.16,39,2020s,uplifting|bittersweet,japanese,false
912,Midnight Runner Frozen,LoParade912,hiphop,hopeful,0.78,94,0.05,0.59,0.63,50,1970s,playful|warm,french,false
913,Library Heart Silent,LunarDrift913,rnb,angry,0.68,82,0.39,0.60,1.00,16,2020s,focused|warm,japanese,false
914,Golden Horizon Faded,AmberMachine914,pop,chill,0.42,140,0.82,0.22,0.44,45,1980s,cozy|playful,english,false
915,Shadow Rain Iron,Ironline915,country,melancholy,0.48,140,0.35,0.46,0.43,47,2020s,tender|playful,spanish,false
916,Golden Static,VelvetLanterns916,classical,angry,0.55,137,0.61,0.70,0.42,31,1990s,focused|uplifting,korean,false
917,Storm Horizon,IronTheory917,metal,energetic,0.34,121,0.37,0.38,0.05,80,1990s,aggressive|gritty,hindi,false
918,Midnight Parade Silent,Nova7918,folk,melancholy,0.67,92,0.57,0.32,0.42,45,1970s,uplifting|bittersweet,german,false
919,Midnight Pulse,IndigoEcho919,rnb,intense,0.48,146,0.01,0.62,0.12,51,2010s,playful|warm,english,false
920,Falling Motion,GoldenGarden920,indie,melancholy,0.46,151,0.72,0.48,0.00,58,2010s,fierce|moody,japanese,true
921,Summer Hymn Distant,CosmicMachine921,jazz,intense,0.40,104,0.26,0.32,0.59,48,2000s,dreamy|triumphant,hindi,false
922,Midnight Reverie,ShadowRoom922,kpop,hopeful,0.62,70,0.35,0.87,0.17,50,2010s,uplifting|bittersweet,german,false
923,Wild City,NovaHouse923,lofi,melancholy,0.44,139,0.65,0.63,0.34,48,2010s,bright|warm,korean,false
924,Paper Dreams,VelvetGarden924,reggae,intense,0.68,99,0.49,0.57,0.52,56,2020s,aggressive|playful,spanish,false
925,Summer Echo Winter,IndigoParade925,pop,sad,0.72,109,0.31,0.32,0.19,78,1990s,gritty|dreamy,spanish,false
926,Desert City,PaperUnion926,pop,romantic,0.79,127,0.64,0.50,0.73,75,2010s,gritty|wistful,german,false
927,Velvet Reverie Rooftop,IndigoHouse927,pop,chill,0.23,90,0.58,0.82,0.05,56,2010s,warm|uplifting,english,false
928,Shadow Sky,Velvet7928,pop,romantic,0.61,83,0.56,0.42,0.39,46,2000s,fierce|bright,spanish,false
929,Storm Pulse Hollow,PixelLanterns929,folk,hopeful,0.30,69,0.55,0.57,0.06,43,2020s,dark|tender,english,false
930,Storm Runner Golden,GoldenMachine930,rnb,energetic,0.47,104,0.80,0.83,0.16,53,2010s,triumphant|bittersweet,japanese,false
931,Desert Streets,ShadowHouse931,metal,angry,0.70,86,0.67,1.00,0.41,30,1990s,cozy|tender,japanese,false
932,Glass Waves Hollow,CosmicEcho932,latin,energetic,0.68,116,0.58,0.70,0.60,50,1980s,tender|triumphant,german,false
933,Rising Streets Distant,Neon7933,classical,peaceful,0.77,138,0.36,0.77,0.33,63,2020s,warm|bittersweet,korean,false
934,Burning Drift City,ShadowParade934,rock,sad,0.47,143,0.03,0.43,0.83,42,2020s,uplifting|playful,portuguese,false
935,Wild Dreams Faded,CrimsonWave935,reggae,happy,0.90,89,0.49,0.62,0.71,44,2020s,fierce|uplifting,german,false
936,Shadow City Frozen,VoltUnion936,classical,hopeful,0.44,83,0.78,0.47,0.83,43,2010s,wistful|tender,spanish,false
937,Rising Bloom Distant,AmberSound937,kpop,sad,0.22,149,1.00,0.47,0.97,75,1990s,wistful|cozy,hindi,false
938,Broken Coding,PaperDrift938,lofi,sad,0.63,93,0.42,0.48,0.19,53,1990s,fierce|dark,portuguese,false
939,Winter Streets Library,CrimsonMachine939,kpop,peaceful,0.23,103,0.42,0.33,0.51,60,1990s,moody|wistful,german,false
940,Rooftop Hymn Rooftop,PixelSignal940,hiphop,romantic,0.36,139,0.28,0.44,0.24,59,1990s,dreamy|triumphant,japanese,false
941,Summer Hymn Electric,SolarSociety941,latin,sad,1.00,111,0.54,0.66,0.20,53,2000s,gritty|tender,german,false
942,Glass Bloom Golden,SilverCollective942,rock,happy,0.28,70,0.58,0.94,0.81,14,2000s,tender|fierce,spanish,false
943,Faded Drift Rooftop,EchoEcho943,country,sad,1.00,60,0.29,0.79,0.67,30,2000s,tender|cozy,german,false
944,Distant Lights Neon,VoltSound944,pop,peaceful,0.52,93,0.94,0.40,1.00,35,2000s,triumphant|introspective,hindi,false
945,Frozen Horizon,PixelUnion945,pop,chill,0.79,118,0.57,0.45,0.75,56,1980s,wistful|triumphant,japanese,false
946,Storm Static Distant,IndigoEcho946,lofi,romantic,0.05,162,0.36,0.11,0.70,53,1990s,dreamy|aggressive,english,false
947,Neon Static Rising,StaticUnion947,rnb,melancholy,0.50,99,0.38,0.38,0.53,55,1970s,bright|dark,french,false
948,Silent Runner,NeonTheory948,hiphop,chill,0.26,98,0.43,0.19,0.20,89,1970s,gritty|moody,japanese,false
949,Frozen City Frozen,PaperProject949,indie,chill,0.64,122,0.30,0.37,0.00,100,2010s,playful|fierce,french,false
950,Ocean Static Distant,Iron7950,metal,chill,0.55,93,0.34,0.62,0.89,54,1990s,uplifting|cozy,german,false
951,Shadow Nights Velvet,PixelGarden951,metal,intense,0.66,139,0.06,0.68,0.01,52,2020s,introspective|fierce,german,false
952,Storm Reverie,Shadowline952,rock,melancholy,0.40,146,0.29,0.55,0.22,51,2010s,triumphant|uplifting,portuguese,true
953,Wild Lights Winter,LoSociety953,folk,chill,0.67,88,0.42,0.58,0.10,26,1970s,gritty|nostalgic,french,false
954,Amber Rain Wild,PixelCollective954,jazz,intense,0.00,75,0.21,0.72,0.00,100,1980s,dreamy|introspective,german,false
955,Burning Waves Summer,AmberWave955,pop,energetic,0.11,111,0.80,0.71,0.35,74,2020s,triumphant|bittersweet,hindi,false
956,Shadow Sky Winter,SilverHouse956,indie,romantic,0.09,87,0.20,0.16,0.00,15,2020s,gritty|bittersweet,hindi,false
957,Midnight Signal,IndigoUnion957,latin,melancholy,0.93,109,0.54,0.51,0.88,59,1990s,dark|warm,portuguese,false
958,Crystal Rain Crystal,PixelSignal958,edm,romantic,0.18,59,0.17,0.09,0.79,55,1970s,focused|bittersweet,korean,false
959,Velvet Horizon Amber,VoltRiders959,latin,energetic,0.72,159,0.48,0.46,0.67,77,2010s,uplifting|nostalgic,korean,false
960,Paper Parade Electric,VelvetCircuit960,folk,melancholy,0.99,102,0.66,0.30,0.17,46,1970s,tender|playful,portuguese,false
961,Rooftop Signal Falling,CosmicSignal961,reggae,intense,0.56,86,0.84,0.75,0.63,57,1970s,moody|fierce,german,false
962,Electric Bloom Falling,NovaHouse962,latin,peaceful,0.01,93,0.77,0.76,0.35,33,2020s,cozy|gritty,japanese,false
963,Burning Sky Wild,NeonCircuit963,lofi,sad,0.54,143,0.53,0.34,0.00,60,1970s,cozy|dark,french,false
964,Amber Streets Neon,GoldenSociety964,rock,peaceful,0.83,139,0.37,0.57,1.00,26,1970s,fierce|introspective,korean,false
965,Silent Nights Midnight,IronGarden965,lofi,happy,0.35,139,0.38,0.34,0.17,60,2010s,focused|triumphant,japanese,true
966,Storm Motion Distant,IronRoom966,indie,melancholy,0.90,122,0.53,0.56,0.50,20,1990s,bittersweet|fierce,portuguese,false
967,Storm Parade Shadow,GoldenSociety967,lofi,angry,0.50,125,0.75,0.69,0.13,49,1980s,gritty|warm,japanese,false
968,Silent Motion Crystal,VelvetCircuit968,rock,happy,0.78,117,0.84,0.70,0.48,58,2000s,uplifting|fierce,spanish,false
969,Faded Rain Distant,CrimsonGarden969,metal,hopeful,0.71,133,0.25,0.87,0.13,42,2000s,focused|dreamy,hindi,false
970,Golden Sky Iron,AmberHouse970,lofi,sad,0.08,93,0.30,0.57,0.58,54,1980s,introspective|playful,german,false
971,Rooftop Waves Rooftop,Solar7971,lofi,peaceful,0.30,132,0.04,0.75,0.10,66,1990s,wistful|dark,german,false
972,Midnight Road Midnight,ShadowUnion972,reggae,intense,0.62,63,0.62,0.52,0.19,36,1970s,wistful|dark,japanese,false
973,Rooftop Signal City,LunarLanterns973,indie,melancholy,0.27,62,0.13,0.59,0.00,49,2020s,moody|nostalgic,hindi,false
974,Library Lights,CrimsonTheory974,kpop,happy,0.28,124,0.24,0.33,0.85,46,2000s,dreamy|cozy,german,false
975,Desert Fire,LoHouse975,latin,peaceful,0.24,59,0.79,0.63,0.84,45,1970s,introspective|uplifting,hindi,true
976,Silent Pulse Broken,CrimsonDrift976,country,intense,0.22,80,0.20,0.80,0.13,54,2000s,dreamy|cozy,korean,false
977,Paper Waves,EchoRoom977,indie,happy,0.78,135,0.54,0.82,0.31,62,1980s,bright|nostalgic,portuguese,false
978,Storm Heart Broken,StaticTheory978,rnb,peaceful,0.43,98,0.72,0.69,0.43,42,2020s,focused|bittersweet,german,false
979,Golden Sky Silent,VoltSound979,kpop,sad,0.58,100,0.41,0.42,0.37,33,1990s,uplifting|cozy,spanish,false
980,Golden Hymn Neon,NovaRoom980,classical,romantic,1.00,112,0.45,0.72,0.15,77,2010s,focused|introspective,hindi,true
981,Shadow Runner,CrimsonRiders981,folk,intense,0.56,139,0.26,0.73,0.69,46,1980s,gritty|triumphant,japanese,false
982,Hollow Road Burning,CosmicEcho982,classical,sad,0.61,134,0.16,0.52,0.62,50,2000s,triumphant|cozy,german,false
983,Ocean Signal Frozen,SolarSound983,metal,energetic,0.77,153,0.00,0.39,0.00,50,1990s,nostalgic|tender,english,false
984,Rooftop Motion,AmberRiders984,jazz,intense,0.00,87,0.55,0.71,0.29,86,2020s,wistful|bright,german,false
985,Faded Rain Shadow,GoldenUnion985,indie,hopeful,0.75,127,0.62,0.37,0.40,54,1990s,focused|moody,german,false
986,Summer Drift,GlassTheory986,indie,sad,0.34,112,0.76,0.79,0.93,29,2010s,bittersweet|focused,hindi,false
987,Amber Runner Sunrise,IronSociety987,folk,romantic,0.17,87,0.23,0.69,0.68,61,1990s,moody|triumphant,japanese,true
988,Glass Signal,EchoMachine988,pop,sad,0.35,130,0.66,0.59,0.20,62,2020s,playful|introspective,french,false
989,Silent Static Glass,GoldenProject989,country,hopeful,0.67,97,0.38,0.61,0.41,74,2010s,dark|warm,hindi,false
990,Storm Nights Glass,EchoSound990,country,romantic,1.00,119,1.00,0.61,0.15,63,1990s,fierce|triumphant,japanese,false
991,Wild Parade Falling,SolarDrift991,hiphop,angry,1.00,104,0.35,0.38,0.42,100,1980s,aggressive|bittersweet,german,false
992,Burning Sky Desert,VelvetDrift992,latin,energetic,0.66,109,0.92,0.80,0.00,54,2000s,nostalgic|wistful,german,true
993,Velvet Static Ocean,IronRoom993,edm,peaceful,0.51,107,0.44,0.49,0.31,24,2020s,dreamy|uplifting,korean,false
994,Golden Sky Amber,PixelSociety994,jazz,hopeful,0.37,166,0.58,0.81,0.68,66,2020s,moody|dark,korean,false
